,SYMBOL,Gene,Feature
4851,PRKRA,ENSG00000180228,ENST00000424699
4852,DFNB59,ENSG00000204311,ENST00000605419
4853,PRKRA,ENSG00000180228,ENST00000457633
4854,DFNB59,ENSG00000204311,ENST00000409117
4855,DFNB59,ENSG00000204311,ENST00000442710
4856,PRKRA,ENSG00000180228,ENST00000432031
4857,DFNB59,ENSG00000204311,ENST00000442710
4858,FKBP7,ENSG00000079150,ENST00000233092
4859,DFNB59,ENSG00000204311,ENST00000409117
4860,DFNB59,ENSG00000204311,ENST00000605419
4861,DFNB59,ENSG00000204311,ENST00000375129
4862,FKBP7,ENSG00000079150,ENST00000434643
4863,FKBP7,ENSG00000079150,ENST00000470945
4864,DFNB59,ENSG00000204311,ENST00000444615
4865,FKBP7,ENSG00000079150,ENST00000435079
4866,FKBP7,ENSG00000079150,ENST00000419184
4867,FKBP7,ENSG00000079150,ENST00000424785
4868,DFNB59,ENSG00000204311,ENST00000437056
4869,FKBP7,ENSG00000079150,ENST00000464248
4870,LINC01090,ENSG00000231689,ENST00000434418
4871,AC104131.1,ENSG00000213115,ENST00000392363
4872,LINC01090,ENSG00000231689,ENST00000415357
4873,,,
4874,KANSL1L,ENSG00000144445,ENST00000418791
4875,RP11-260M2.1,ENSG00000272807,ENST00000608095
4876,KANSL1L,ENSG00000144445,ENST00000281772
4877,AC007038.7,ENSG00000229127,ENST00000452057
4878,ARMC9,ENSG00000135931,ENST00000614261
4879,ARMC9,ENSG00000135931,ENST00000611582
4880,ARMC9,ENSG00000135931,ENST00000424740
4881,ARMC9,ENSG00000135931,ENST00000467698
4882,ARMC9,ENSG00000135931,ENST00000349938
4883,ARMC9,ENSG00000135931,ENST00000436339
4884,AC018738.2,ENSG00000237039,ENST00000441378
4885,AC068134.8,ENSG00000224516,ENST00000439072
4886,ALPP,ENSG00000163283,ENST00000485563
4887,ALPP,ENSG00000163283,ENST00000392027
4888,AC068134.8,ENSG00000224516,ENST00000441266
4889,ALPP,ENSG00000163283,ENST00000474529
4890,,,ENSR00001949333
4891,AC064852.4,ENSG00000241409,ENST00000427571
4892,GIGYF2,ENSG00000204120,ENST00000445650
4893,GIGYF2,ENSG00000204120,ENST00000424038
4894,GIGYF2,ENSG00000204120,ENST00000409451
4895,KCNJ13,ENSG00000115474,ENST00000410029
4896,GIGYF2,ENSG00000204120,ENST00000421778
4897,GIGYF2,ENSG00000204120,ENST00000463554
4898,GIGYF2,ENSG00000204120,ENST00000423659
4899,GIGYF2,ENSG00000204120,ENST00000473170
4900,GIGYF2,ENSG00000204120,ENST00000424414
4901,KCNJ13,ENSG00000115474,ENST00000233826
4902,GIGYF2,ENSG00000204120,ENST00000436349
4903,KCNJ13,ENSG00000115474,ENST00000409779
4904,GIGYF2,ENSG00000204120,ENST00000409547
4905,GIGYF2,ENSG00000204120,ENST00000440945
4906,GIGYF2,ENSG00000204120,ENST00000409196
4907,KCNJ13,ENSG00000115474,ENST00000438786
4908,GIGYF2,ENSG00000204120,ENST00000629305
4909,KCNJ13,ENSG00000115474,ENST00000444142
4910,GIGYF2,ENSG00000204120,ENST00000455139
4911,GIGYF2,ENSG00000204120,ENST00000475530
4912,GIGYF2,ENSG00000204120,ENST00000409480
4913,GIGYF2,ENSG00000204120,ENST00000373563
4914,AC068312.1,ENSG00000266778,ENST00000579477
4915,OXTR,ENSG00000180914,ENST00000431493
4916,OXTR,ENSG00000180914,ENST00000316793
4917,OXTR,ENSG00000180914,ENST00000449615
4918,OXTR,ENSG00000180914,ENST00000474615
4919,CAV3,ENSG00000182533,ENST00000472766
4920,,,ENSR00001672421
4921,,,
4922,LIMD1,ENSG00000144791,ENST00000440097
4923,LIMD1,ENSG00000144791,ENST00000273317
4924,LIMD1,ENSG00000144791,ENST00000465039
4925,AC099539.1,ENSG00000251927,ENST00000516118
4926,,,ENSR00001980452
4927,PLXNB1,ENSG00000164050,ENST00000296440
4928,PLXNB1,ENSG00000164050,ENST00000449094
4929,PLXNB1,ENSG00000164050,ENST00000484485
4930,PLXNB1,ENSG00000164050,ENST00000473683
4931,PLXNB1,ENSG00000164050,ENST00000462738
4932,PLXNB1,ENSG00000164050,ENST00000358536
4933,PLXNB1,ENSG00000164050,ENST00000464294
4934,PLXNB1,ENSG00000164050,ENST00000456774
4935,PLXNB1,ENSG00000164050,ENST00000466353
4936,RBM5,ENSG00000003756,ENST00000469838
4937,RBM5,ENSG00000003756,ENST00000347869
4938,RBM5,ENSG00000003756,ENST00000464087
4939,RBM5,ENSG00000003756,ENST00000437500
4940,RBM5,ENSG00000003756,ENST00000438369
4941,RBM5,ENSG00000003756,ENST00000441305
4942,RBM5,ENSG00000003756,ENST00000404526
4943,RBM6,ENSG00000004534,ENST00000434592
4944,RBM5,ENSG00000003756,ENST00000395174
4945,RBM5,ENSG00000003756,ENST00000492472
4946,RBM5,ENSG00000003756,ENST00000433556
4947,RBM5,ENSG00000003756,ENST00000417905
4948,RRP9,ENSG00000114767,ENST00000232888
4949,PARP3,ENSG00000041880,ENST00000470749
4950,PARP3,ENSG00000041880,ENST00000475782
4951,PARP3,ENSG00000041880,ENST00000486510
4952,PARP3,ENSG00000041880,ENST00000470601
4953,PARP3,ENSG00000041880,ENST00000498510
4954,PARP3,ENSG00000041880,ENST00000417220
4955,PARP3,ENSG00000041880,ENST00000431474
4956,PARP3,ENSG00000041880,ENST00000398755
4957,PARP3,ENSG00000041880,ENST00000471971
4958,ITIH4,ENSG00000055955,ENST00000467462
4959,ITIH4,ENSG00000055955,ENST00000537897
4960,ITIH4,ENSG00000055955,ENST00000484632
4961,RP5-966M1.6,ENSG00000243696,ENST00000468472
4962,ITIH4,ENSG00000055955,ENST00000406595
4963,ITIH4,ENSG00000055955,ENST00000485816
4964,ITIH4,ENSG00000055955,ENST00000441637
4965,ITIH4-AS1,ENSG00000239799,ENST00000478366
4966,ITIH4,ENSG00000055955,ENST00000491663
4967,ITIH4,ENSG00000055955,ENST00000266041
4968,ITIH4,ENSG00000055955,ENST00000485894
4969,ITIH4,ENSG00000055955,ENST00000461966
4970,ITIH4,ENSG00000055955,ENST00000481977
4971,ITIH4,ENSG00000055955,ENST00000471505
4972,PRKCD,ENSG00000163932,ENST00000330452
4973,PRKCD,ENSG00000163932,ENST00000394729
4974,,,ENSR00001981854
4975,CHDH,ENSG00000016391,ENST00000467802
4976,CHDH,ENSG00000016391,ENST00000481668
4977,CHDH,ENSG00000016391,ENST00000315251
4978,CACNA2D3,ENSG00000157445,ENST00000471363
4979,LRTM1,ENSG00000144771,ENST00000493075
4980,LRTM1,ENSG00000144771,ENST00000273286
4981,CACNA2D3,ENSG00000157445,ENST00000474759
4982,CACNA2D3,ENSG00000157445,ENST00000490478
4983,CACNA2D3,ENSG00000157445,ENST00000415676
4984,CACNA2D3,ENSG00000157445,ENST00000620722
4985,CACNA2D3,ENSG00000157445,ENST00000288197
4986,FAM19A4,ENSG00000163377,ENST00000295569
4987,FAM19A4,ENSG00000163377,ENST00000495737
4988,RNA5SP135,ENSG00000252828,ENST00000517019
4989,,,
4990,,,
4991,TMEM45A,ENSG00000181458,ENST00000449609
4992,TMEM45A,ENSG00000181458,ENST00000403410
4993,TMEM45A,ENSG00000181458,ENST00000323523
4994,TMEM45A,ENSG00000181458,ENST00000462884
4995,,,ENSR00001677072
4996,,,ENSR00001986695
4997,HNRNPA1P23,ENSG00000240236,ENST00000491091
4998,,,ENSR00001989466
4999,ACAD9,ENSG00000177646,ENST00000505867
5000,ACAD9,ENSG00000177646,ENST00000620948
5001,ACAD9,ENSG00000177646,ENST00000308982
5002,KIAA1257,ENSG00000114656,ENST00000511438
5003,ACAD9,ENSG00000177646,ENST00000511526
5004,ACAD9,ENSG00000177646,ENST00000511227
5005,ACAD9,ENSG00000177646,ENST00000511325
5006,ACAD9,ENSG00000177646,ENST00000508971
5007,ACAD9,ENSG00000177646,ENST00000505192
5008,RP11-723O4.6,ENSG00000187695,ENST00000508239
5009,PIK3CB,ENSG00000051382,ENST00000483968
5010,PIK3CB,ENSG00000051382,ENST00000461451
5011,GAPDHP39,ENSG00000239207,ENST00000481866
5012,PIK3CB,ENSG00000051382,ENST00000462898
5013,PIK3CB,ENSG00000051382,ENST00000477593
5014,AC008041.1,ENSG00000281375,ENST00000625296
5015,SLC7A14,ENSG00000013293,ENST00000231706
5016,CLDN11,ENSG00000013297,ENST00000471373
5017,CLDN11,ENSG00000013297,ENST00000480067
5018,KRT8P13,ENSG00000241416,ENST00000463294
5019,CLDN11,ENSG00000013297,ENST00000486975
5020,VPS8,ENSG00000156931,ENST00000287546
5021,VPS8,ENSG00000156931,ENST00000492449
5022,VPS8,ENSG00000156931,ENST00000436792
5023,VPS8,ENSG00000156931,ENST00000625842
5024,VPS8,ENSG00000156931,ENST00000446204
5025,CPN2,ENSG00000178772,ENST00000429275
5026,CPN2,ENSG00000178772,ENST00000323830
5027,TUBB8P8,ENSG00000213113,ENST00000458717
5028,AC073135.4,ENSG00000236246,ENST00000451150
5029,NOP14,ENSG00000087269,ENST00000314262
5030,NOP14-AS1,ENSG00000249673,ENST00000503709
5031,NOP14,ENSG00000087269,ENST00000398071
5032,NOP14-AS1,ENSG00000249673,ENST00000507702
5033,NOP14,ENSG00000087269,ENST00000416614
5034,NOP14-AS1,ENSG00000249673,ENST00000512712
5035,MFSD10,ENSG00000109736,ENST00000355443
5036,MFSD10,ENSG00000109736,ENST00000507555
5037,MFSD10,ENSG00000109736,ENST00000509676
5038,NOP14-AS1,ENSG00000249673,ENST00000507999
5039,NOP14-AS1,ENSG00000249673,ENST00000505731
5040,NOP14-AS1,ENSG00000249673,ENST00000512802
5041,MFSD10,ENSG00000109736,ENST00000503596
5042,NOP14,ENSG00000087269,ENST00000502735
5043,MFSD10,ENSG00000109736,ENST00000508221
5044,NOP14-AS1,ENSG00000249673,ENST00000515194
5045,NOP14,ENSG00000087269,ENST00000507120
5046,AC226119.5,ENSG00000253917,ENST00000514073
5047,AC226119.4,ENSG00000271977,ENST00000513501
5048,RP11-718M20.5,ENSG00000249522,ENST00000504408
5049,FAM86MP,ENSG00000186234,ENST00000340703
5050,ALG1L3P,ENSG00000251087,ENST00000503331
5051,RP11-448G15.1,ENSG00000250413,ENST00000503493
5052,SLC2A9,ENSG00000109667,ENST00000506583
5053,SLC2A9,ENSG00000109667,ENST00000506839
5054,SLC2A9,ENSG00000109667,ENST00000264784
5055,SLC2A9,ENSG00000109667,ENST00000505104
5056,SLC2A9,ENSG00000109667,ENST00000505506
5057,SLC2A9,ENSG00000109667,ENST00000513129
5058,SLC2A9,ENSG00000109667,ENST00000309065
5059,,,ENSR00002002815
5060,KCNIP4,ENSG00000185774,ENST00000447367
5061,KCNIP4,ENSG00000185774,ENST00000509207
5062,KCNIP4,ENSG00000185774,ENST00000382148
5063,KCNIP4,ENSG00000185774,ENST00000382152
5064,KCNIP4,ENSG00000185774,ENST00000515786
5065,KCTD8,ENSG00000183783,ENST00000360029
5066,AC131951.1,ENSG00000266496,ENST00000584757
5067,KCTD8,ENSG00000183783,ENST00000515268
5068,SRP72,ENSG00000174780,ENST00000342756
5069,SRP72,ENSG00000174780,ENST00000504757
5070,SRP72,ENSG00000174780,ENST00000505314
5071,SRP72,ENSG00000174780,ENST00000510663
5072,TBC1D9,ENSG00000109436,ENST00000514787
5073,TBC1D9,ENSG00000109436,ENST00000442267
5074,BRD9,ENSG00000028310,ENST00000523139
5075,BRD9,ENSG00000028310,ENST00000483234
5076,BRD9,ENSG00000028310,ENST00000519838
5077,BRD9,ENSG00000028310,ENST00000519112
5078,BRD9,ENSG00000028310,ENST00000495265
5079,BRD9,ENSG00000028310,ENST00000494422
5080,BRD9,ENSG00000028310,ENST00000495794
5081,BRD9,ENSG00000028310,ENST00000466684
5082,BRD9,ENSG00000028310,ENST00000483173
5083,BRD9,ENSG00000028310,ENST00000489816
5084,BRD9,ENSG00000028310,ENST00000493082
5085,BRD9,ENSG00000028310,ENST00000475706
5086,BRD9,ENSG00000028310,ENST00000467963
5087,BRD9,ENSG00000028310,ENST00000518251
5088,BRD9,ENSG00000028310,ENST00000490814
5089,,,ENSR00002022271
5090,LPCAT1,ENSG00000153395,ENST00000475622
5091,LPCAT1,ENSG00000153395,ENST00000514484
5092,LPCAT1,ENSG00000153395,ENST00000283415
5093,,,ENSR00002022438
5094,,,
5095,RP11-143A12.3,ENSG00000250198,ENST00000510229
5096,RP11-143A12.3,ENSG00000250198,ENST00000510067
5097,C9,ENSG00000113600,ENST00000509186
5098,C9,ENSG00000113600,ENST00000467285
5099,C9,ENSG00000113600,ENST00000263408
5100,C9,ENSG00000113600,ENST00000483232
5101,,,
5102,CTD-2215E18.1,ENSG00000251513,ENST00000504578
5103,YTHDF1P1,ENSG00000251389,ENST00000515217
5104,CTC-394G3.2,ENSG00000249904,ENST00000505809
5105,AC010240.3,ENSG00000229738,ENST00000429606
5106,CD14,ENSG00000170458,ENST00000498971
5107,CD14,ENSG00000170458,ENST00000512545
5108,CD14,ENSG00000170458,ENST00000401743
5109,CD14,ENSG00000170458,ENST00000302014
5110,CD14,ENSG00000170458,ENST00000519715
5111,,,ENSR00002039380
5112,SAP30L-AS1,ENSG00000245275,ENST00000524264
5113,GALNT10,ENSG00000164574,ENST00000297107
5114,GALNT10,ENSG00000164574,ENST00000520647
5115,SAP30L-AS1,ENSG00000245275,ENST00000519727
5116,GALNT10,ENSG00000164574,ENST00000517958
5117,GALNT10,ENSG00000164574,ENST00000377661
5118,TIMD4,ENSG00000145850,ENST00000406964
5119,TIMD4,ENSG00000145850,ENST00000274532
5120,APOOP1,ENSG00000270560,ENST00000604695
5121,TIMD4,ENSG00000145850,ENST00000407087
5122,,,ENSR00002041908
5123,CTD-2532K18.1,ENSG00000251670,ENST00000502684
5124,MXD3,ENSG00000213347,ENST00000503473
5125,NSD1,ENSG00000165671,ENST00000354179
5126,PRELID1,ENSG00000169230,ENST00000510701
5127,PRELID1,ENSG00000169230,ENST00000303204
5128,PRELID1,ENSG00000169230,ENST00000503853
5129,MXD3,ENSG00000213347,ENST00000423571
5130,RAB24,ENSG00000169228,ENST00000393610
5131,PRELID1,ENSG00000169230,ENST00000503216
5132,RAB24,ENSG00000169228,ENST00000504395
5133,MXD3,ENSG00000213347,ENST00000427908
5134,RAB24,ENSG00000169228,ENST00000478234
5135,MXD3,ENSG00000213347,ENST00000509339
5136,PRELID1,ENSG00000169230,ENST00000504594
5137,RAB24,ENSG00000169228,ENST00000303270
5138,NSD1,ENSG00000165671,ENST00000439151
5139,RAB24,ENSG00000169228,ENST00000303251
5140,PRELID1,ENSG00000169230,ENST00000502670
5141,RAB24,ENSG00000169228,ENST00000495458
5142,PRELID1,ENSG00000169230,ENST00000510797
5143,RAB24,ENSG00000169228,ENST00000393611
5144,RAB24,ENSG00000169228,ENST00000512758
5145,PRELID1,ENSG00000169230,ENST00000511309
5146,RAB24,ENSG00000169228,ENST00000471466
5147,MCCD1P2,ENSG00000224312,ENST00000423228
5148,DDX39BP2,ENSG00000238024,ENST00000453923
5149,,,ENSR00001702944
5150,MCCD1P2,ENSG00000224312,ENST00000423228
5151,DDX39BP2,ENSG00000238024,ENST00000453923
5152,,,ENSR00002051091
5153,,,ENSR00002051284
5154,,,
5155,HLA-B,ENSG00000234745,ENST00000463574
5156,HLA-B,ENSG00000234745,ENST00000412585
5157,HLA-B,ENSG00000234745,ENST00000481849
5158,MIR6891,ENSG00000277402,ENST00000618788
5159,HLA-B,ENSG00000234745,ENST00000497377
5160,HLA-B,ENSG00000234745,ENST00000434333
5161,HLA-B,ENSG00000234745,ENST00000474381
5162,XXbac-BPG248L24.12,ENSG00000271581,ENST00000603274
5163,HLA-B,ENSG00000234745,ENST00000498007
5164,HLA-C,ENSG00000204525,ENST00000620806
5165,,,ENSR00002051337
5166,DDX39B,ENSG00000198563,ENST00000456662
5167,DDX39B,ENSG00000198563,ENST00000478365
5168,DDX39B,ENSG00000198563,ENST00000396172
5169,DDX39B,ENSG00000198563,ENST00000418897
5170,DDX39B,ENSG00000198563,ENST00000419020
5171,DDX39B,ENSG00000198563,ENST00000456976
5172,AL662801.1,ENSG00000276877,ENST00000617927
5173,DDX39B,ENSG00000198563,ENST00000482195
5174,DDX39B,ENSG00000198563,ENST00000484566
5175,DDX39B,ENSG00000198563,ENST00000427214
5176,DDX39B,ENSG00000198563,ENST00000376177
5177,SNORD117,ENSG00000201785,ENST00000364915
5178,DDX39B,ENSG00000198563,ENST00000458640
5179,SNORD84,ENSG00000265236,ENST00000584275
5180,ATP6V1G2-DDX39B,ENSG00000254870,ENST00000480131
5181,DDX39B,ENSG00000198563,ENST00000428098
5182,DDX39B,ENSG00000198563,ENST00000431908
5183,ATP6V1G2-DDX39B,ENSG00000254870,ENST00000376185
5184,DDX39B,ENSG00000198563,ENST00000474961
5185,DDX39B,ENSG00000198563,ENST00000481456
5186,DDX39B,ENSG00000198563,ENST00000428450
5187,DDX39B,ENSG00000198563,ENST00000449757
5188,DDX39B,ENSG00000198563,ENST00000419338
5189,DDX39B,ENSG00000198563,ENST00000462256
5190,DDX39B,ENSG00000198563,ENST00000417023
5191,,,ENSR00002051368
5192,LY6G6C,ENSG00000204421,ENST00000375819
5193,C6orf25,ENSG00000204420,ENST00000375810
5194,C6orf25,ENSG00000204420,ENST00000466312
5195,C6orf25,ENSG00000204420,ENST00000485548
5196,C6orf25,ENSG00000204420,ENST00000375806
5197,C6orf25,ENSG00000204420,ENST00000480039
5198,XXbac-BPG32J3.19,ENSG00000250641,ENST00000503322
5199,C6orf25,ENSG00000204420,ENST00000375809
5200,LY6G6D,ENSG00000244355,ENST00000375824
5201,LY6G6C,ENSG00000204421,ENST00000495859
5202,LY6G6D,ENSG00000244355,ENST00000479334
5203,C6orf25,ENSG00000204420,ENST00000375804
5204,C6orf25,ENSG00000204420,ENST00000471545
5205,C6orf25,ENSG00000204420,ENST00000375814
5206,C6orf25,ENSG00000204420,ENST00000375805
5207,C6orf25,ENSG00000204420,ENST00000460663
5208,LY6G6D,ENSG00000244355,ENST00000375825
5209,STK19B,ENSG00000250535,ENST00000512515
5210,CYP21A1P,ENSG00000204338,ENST00000342991
5211,TNXA,ENSG00000248290,ENST00000507684
5212,C4B,ENSG00000224389,ENST00000435363
5213,C4B,ENSG00000224389,ENST00000490071
5214,AL645922.1,ENSG00000279546,ENST00000623068
5215,C4B,ENSG00000224389,ENST00000485543
5216,CYP21A1P,ENSG00000204338,ENST00000354927
5217,C4B,ENSG00000224389,ENST00000425700
5218,CYP21A2,ENSG00000231852,ENST00000469053
5219,TNXB,ENSG00000168477,ENST00000375244
5220,CYP21A2,ENSG00000231852,ENST00000488465
5221,CYP21A2,ENSG00000231852,ENST00000480027
5222,CYP21A2,ENSG00000231852,ENST00000466779
5223,CYP21A2,ENSG00000231852,ENST00000483041
5224,CYP21A2,ENSG00000231852,ENST00000478281
5225,CYP21A2,ENSG00000231852,ENST00000486063
5226,CYP21A2,ENSG00000231852,ENST00000466879
5227,CYP21A2,ENSG00000231852,ENST00000479730
5228,CYP21A2,ENSG00000231852,ENST00000479074
5229,TNXB,ENSG00000168477,ENST00000611016
5230,CYP21A2,ENSG00000231852,ENST00000464325
5231,CYP21A2,ENSG00000231852,ENST00000471671
5232,CYP21A2,ENSG00000231852,ENST00000462278
5233,TNXB,ENSG00000168477,ENST00000490077
5234,TNXB,ENSG00000168477,ENST00000451343
5235,CYP21A2,ENSG00000231852,ENST00000435122
5236,CYP21A2,ENSG00000231852,ENST00000418967
5237,TNXB,ENSG00000168477,ENST00000498094
5238,TNXB,ENSG00000168477,ENST00000375244
5239,TNXB,ENSG00000168477,ENST00000613214
5240,TNXB,ENSG00000168477,ENST00000613214
5241,TNXB,ENSG00000168477,ENST00000375244
5242,HLA-DRB5,ENSG00000198502,ENST00000374975
5243,,,ENSR00002051574
5244,COL11A2,ENSG00000204248,ENST00000374708
5245,COL11A2,ENSG00000204248,ENST00000341947
5246,COL11A2,ENSG00000204248,ENST00000477772
5247,COL11A2,ENSG00000204248,ENST00000361917
5248,SLC26A8,ENSG00000112053,ENST00000486155
5249,SLC26A8,ENSG00000112053,ENST00000355574
5250,SLC26A8,ENSG00000112053,ENST00000490799
5251,SLC26A8,ENSG00000112053,ENST00000394602
5252,SLC26A8,ENSG00000112053,ENST00000469847
5253,,,ENSR00002052381
5254,KCNK17,ENSG00000124780,ENST00000503878
5255,KCNK16,ENSG00000095981,ENST00000507712
5256,KCNK16,ENSG00000095981,ENST00000437525
5257,KCNK16,ENSG00000095981,ENST00000373229
5258,KCNK16,ENSG00000095981,ENST00000373227
5259,KCNK16,ENSG00000095981,ENST00000425054
5260,KCNK17,ENSG00000124780,ENST00000373231
5261,KCNK17,ENSG00000124780,ENST00000453413
5262,RP5-1120P11.1,ENSG00000237686,ENST00000422059
5263,,,ENSR00002054086
5264,COQ3,ENSG00000132423,ENST00000369242
5265,COQ3,ENSG00000132423,ENST00000479163
5266,PNISR,ENSG00000132424,ENST00000369239
5267,COQ3,ENSG00000132423,ENST00000254759
5268,,,ENSR00002059463
5269,AIM1,ENSG00000112297,ENST00000369066
5270,,,ENSR00002060136
5271,ARID1B,ENSG00000049618,ENST00000494260
5272,ARID1B,ENSG00000049618,ENST00000346085
5273,ARID1B,ENSG00000049618,ENST00000350026
5274,ARID1B,ENSG00000049618,ENST00000414678
5275,,,ENSR00002067764
5276,ARID1B,ENSG00000049618,ENST00000414678
5277,ARID1B,ENSG00000049618,ENST00000350026
5278,ARID1B,ENSG00000049618,ENST00000346085
5279,ARID1B,ENSG00000049618,ENST00000319584
5280,ARID1B,ENSG00000049618,ENST00000452544
5281,MIR7161,ENSG00000278571,ENST00000612973
5282,TATDN2P2,ENSG00000218226,ENST00000403590
5283,TMEM181,ENSG00000146433,ENST00000367090
5284,,,ENSR00002068200
5285,PARK2,ENSG00000185345,ENST00000612485
5286,PARK2,ENSG00000185345,ENST00000366898
5287,PARK2,ENSG00000185345,ENST00000338468
5288,PARK2,ENSG00000185345,ENST00000479615
5289,PARK2,ENSG00000185345,ENST00000366894
5290,PARK2,ENSG00000185345,ENST00000366896
5291,PARK2,ENSG00000185345,ENST00000366892
5292,PARK2,ENSG00000185345,ENST00000610470
5293,PARK2,ENSG00000185345,ENST00000366897
5294,KIF25,ENSG00000125337,ENST00000496008
5295,KIF25,ENSG00000125337,ENST00000504593
5296,KIF25,ENSG00000125337,ENST00000351261
5297,KIF25,ENSG00000125337,ENST00000354419
5298,KIF25,ENSG00000125337,ENST00000443060
5299,FRMD1,ENSG00000153303,ENST00000283309
5300,FRMD1,ENSG00000153303,ENST00000509157
5301,FRMD1,ENSG00000153303,ENST00000468647
5302,FRMD1,ENSG00000153303,ENST00000440994
5303,FRMD1,ENSG00000153303,ENST00000511714
5304,FRMD1,ENSG00000153303,ENST00000358587
5305,IQCE,ENSG00000106012,ENST00000476665
5306,IQCE,ENSG00000106012,ENST00000438376
5307,IQCE,ENSG00000106012,ENST00000623361
5308,IQCE,ENSG00000106012,ENST00000325997
5309,IQCE,ENSG00000106012,ENST00000325979
5310,IQCE,ENSG00000106012,ENST00000404984
5311,IQCE,ENSG00000106012,ENST00000402050
5312,IQCE,ENSG00000106012,ENST00000423196
5313,IQCE,ENSG00000106012,ENST00000486730
5314,IQCE,ENSG00000106012,ENST00000611775
5315,,,ENSR00002070737
5316,GNA12,ENSG00000146535,ENST00000491117
5317,GNA12,ENSG00000146535,ENST00000485329
5318,AMZ1,ENSG00000174945,ENST00000489665
5319,GNA12,ENSG00000146535,ENST00000471281
5320,GNA12,ENSG00000146535,ENST00000407904
5321,AMZ1,ENSG00000174945,ENST00000433945
5322,GNA12,ENSG00000146535,ENST00000407653
5323,GNA12,ENSG00000146535,ENST00000496740
5324,GNA12,ENSG00000146535,ENST00000275364
5325,USP42,ENSG00000106346,ENST00000426246
5326,USP42,ENSG00000106346,ENST00000306177
5327,USP42,ENSG00000106346,ENST00000465073
5328,USP42,ENSG00000106346,ENST00000479544
5329,USP42,ENSG00000106346,ENST00000521713
5330,USP42,ENSG00000106346,ENST00000404008
5331,USP42,ENSG00000106346,ENST00000479544
5332,USP42,ENSG00000106346,ENST00000521713
5333,USP42,ENSG00000106346,ENST00000404008
5334,USP42,ENSG00000106346,ENST00000426246
5335,USP42,ENSG00000106346,ENST00000306177
5336,USP42,ENSG00000106346,ENST00000465073
5337,NPY,ENSG00000122585,ENST00000407573
5338,NPY,ENSG00000122585,ENST00000405982
5339,NPY,ENSG00000122585,ENST00000242152
5340,,,ENSR00002073765
5341,JAZF1,ENSG00000153814,ENST00000466516
5342,JAZF1,ENSG00000153814,ENST00000447620
5343,JAZF1,ENSG00000153814,ENST00000427814
5344,JAZF1,ENSG00000153814,ENST00000452993
5345,JAZF1,ENSG00000153814,ENST00000283928
5346,JAZF1,ENSG00000153814,ENST00000430432
5347,TAX1BP1,ENSG00000106052,ENST00000488564
5348,PDE1C,ENSG00000154678,ENST00000396193
5349,,,ENSR00002075126
5350,URGCP,ENSG00000106608,ENST00000467410
5351,URGCP,ENSG00000106608,ENST00000439702
5352,URGCP,ENSG00000106608,ENST00000446958
5353,URGCP,ENSG00000106608,ENST00000455877
5354,URGCP,ENSG00000106608,ENST00000474376
5355,URGCP,ENSG00000106608,ENST00000443736
5356,URGCP,ENSG00000106608,ENST00000497914
5357,URGCP,ENSG00000106608,ENST00000426198
5358,URGCP,ENSG00000106608,ENST00000402306
5359,URGCP-MRPS24,ENSG00000270617,ENST00000603700
5360,URGCP,ENSG00000106608,ENST00000336086
5361,URGCP,ENSG00000106608,ENST00000453200
5362,,,ENSR00002077039
